file,lines,maxDist,minDist,meanDist,difDist,sumDist,maxTime,minTime,meanTime,difTime,sumTime
1996653104.csv,15271,0.012554359115805323,0.0,0.002785841617595661,0.012554359115805323,42.54258734230334,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,254.5
1996654107.csv,7249,0.03153556085666856,0.0,0.0058752029168884735,0.03153556085666856,42.589345944524545,3.833333333333343,0.016666666666623087,0.04012371228844739,3.8166666666667197,290.81666666666666
1996654916.csv,13575,0.006261443505107244,0.0,0.0031548766885829633,0.006261443505107244,42.827451047513726,0.016666666666708352,0.016666666666623087,0.016666666666666663,8.526512829121202e-14,226.2333333333333
1996654943.csv,3522,0.3351994859670078,0.0,0.012176266582257459,0.3351994859670078,42.88481090271077,1.9333333333333371,0.016666666666623087,0.05497964593392028,1.916666666666714,193.58333333333331
1996655167.csv,2170,0.11870491993602116,0.0,0.019890018922281382,0.11870491993602116,43.1613410613506,0.28333333333333144,0.016666666666623087,0.11206393115106807,0.26666666666670835,243.06666666666663
1996656046.csv,12535,0.006906106007978116,0.0,0.0033877413317303664,0.006906106007978116,42.46533759324014,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,208.9
1996656232.csv,5998,0.031152448408043727,0.0,0.007228486955743762,0.031152448408043727,43.356464760551084,0.29999999999998295,0.016666666666623087,0.037326996831749205,0.28333333333335986,223.85
1996656319.csv,2038,0.03012266775471087,0.0,0.020870521681524094,0.03012266775471087,42.534123186946104,0.15000000000000568,0.01666666666665151,0.09590083456062837,0.13333333333335418,195.35
1996656490.csv,3610,0.03507692207175589,0.0,0.011882517187996761,0.03507692207175589,42.89588704866831,0.16666666666668561,0.016666666666623087,0.0518379975985961,0.15000000000006253,187.08333333333331
1996656514.csv,3610,0.03507692207175589,0.0,0.011882517187996761,0.03507692207175589,42.89588704866831,0.16666666666668561,0.016666666666623087,0.0518379975985961,0.15000000000006253,187.08333333333331
1996656902.csv,12413,0.04160035267147075,0.0,0.003452667086294317,0.04160035267147075,42.85795654217136,1.7666666666666515,0.016666666666623087,0.016807659254484908,1.7500000000000284,208.61666666666667
1996657701.csv,2432,0.047340988017496866,0.0,0.017720333668760878,0.047340988017496866,43.095851482426454,0.16666666666671404,0.016666666666623087,0.09463183874948582,0.15000000000009095,230.05
1996658500.csv,4052,0.02539980068118125,0.0,0.010576933706773727,0.02539980068118125,42.85773537984714,0.1666666666666572,0.016666666666623087,0.07341808606928331,0.1500000000000341,297.4166666666667
1996659844.csv,10746,0.017210559931903947,0.0,0.003982361006374011,0.017210559931903947,42.794451374495125,0.03333333333335986,0.016666666666623087,0.016890026368853728,0.016666666666736774,181.4833333333333
1996660437.csv,2511,0.032057242668137025,0.0,0.017009467405496352,0.032057242668137025,42.71077265520134,0.716666666666697,0.016666666666623087,0.10074369189907038,0.7000000000000739,252.86666666666667
1996660533.csv,2280,0.038298869867559496,0.0,0.018670807885752712,0.038298869867559496,42.569441979516185,0.38333333333332575,0.016666666666623087,0.0944493198771391,0.36666666666670267,215.25
1996660888.csv,3483,0.03915196588192984,0.0,0.012275558139097444,0.03915196588192984,42.7557689984764,0.5666666666666629,0.016666666666623087,0.0730470993681792,0.5500000000000398,254.35
1996661574.csv,2513,0.13996439599874622,0.0,0.017162069583806575,0.13996439599874622,43.12828086410592,4.216666666666669,0.016666666666623087,0.1070196390658174,4.2000000000000455,268.8333333333333
1996661842.csv,1973,0.03015142351715544,0.0,0.02153110747333408,0.03015142351715544,42.480875044888144,0.13333333333333997,0.016666666666637298,0.09402467883705204,0.11666666666670267,185.41666666666663
1996663211.csv,2430,0.04264386512301597,0.0,0.01762747754584129,0.04264386512301597,42.83477043639434,0.6166666666666742,0.016666666666623087,0.12756278303828736,0.6000000000000512,309.85
1996664540.csv,2050,0.03037848901811188,0.0,0.020746522203636725,0.03037848901811188,42.53037051745529,0.16666666666671404,0.016666666666637298,0.09750284691719538,0.15000000000007674,199.78333333333333
1996665872.csv,13284,0.007062837010065172,0.0,0.003207626343134103,0.007062837010065172,42.61010834219343,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,221.38333333333333
1996666294.csv,14048,0.008648377718310238,0.0,0.003024181914985918,0.008648377718310238,42.483707541722175,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,234.11666666666667
